record_id,entry_no,rec_id,Created,horse,trainer,horse_display (from horses),horses,source,rider,riders,rider_display (from riders),trainers,trainer_display (from trainers),barn_name,entry_go_times,wec-alerts,class_oog,class_oog_staging,get_orders,get_rings,class_results,get_rings 2,get_orders 2,wec_entry_comments,wec_class_comments,wec_comment_presets,wec_question_templates,wec_sessions,wec_comments,wec_ring_checkins,waze_users,wec_observations,wec_ring_comments
rec3NAfKM6Cekfee9,2258,rec3NAfKM6Cekfee9,2026-06-21T13:06:53.000Z,Layla 74,,[null],"[""recpx6HiLxEjNi7yw""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec3Px2mda67HXYII,1816,rec3Px2mda67HXYII,2026-06-20T14:06:36.000Z,Luna,,[null],"[""recvhFjC64WmFL4AM""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec3UacfaeKhcUceZ,1398,rec3UacfaeKhcUceZ,2026-06-18T19:18:33.000Z,Robijn Van't Roosakker,,[null],"[""recRmyfE27FJqpFeo""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec3Uv3yOB4Q5NwZf,2954,rec3Uv3yOB4Q5NwZf,2026-06-09T23:09:50.000Z,Dropshot Z,Dominique H. Damico,[null],"[""recB0LPWzuHFktnZa""]",class_oog.php,Paige Jones,"[""rec22CzM2EIb7egZV""]","[""Paige""]","[""recUSP9h7nazUAhZI""]",,,,,,,,,,,,,,,,,,,,,
rec3W1m1CRMqKtOku,2383,rec3W1m1CRMqKtOku,2026-06-09T23:09:50.000Z,A La Quattro S,August Torsilieri,[null],"[""recjDiaacloQEn7xH""]",class_oog,Vivian Heyer,"[""recyZIUbNSKQsUStt""]","[""Vivian""]","[""recel7Tui1CFiT95R""]",,,,,,,,,,,,,,,,,,,,,
rec3YkBAt3T7g2M9W,1187,rec3YkBAt3T7g2M9W,2026-06-11T11:39:25.000Z,Phantom,Stephanie Free,[null],"[""recFiayID2d01JkEQ""]",class_oog.php,Adelyn Miller,"[""recwAwQ18eeOC9QU4""]","[""Adelyn""]","[""recBVRfeR9i4COiwE""]",,,,,,,,,,,,,,,,,,,,,
rec3YmHX4HQFsL9hK,1355,rec3YmHX4HQFsL9hK,2026-06-20T13:48:38.000Z,Chocolat Van De Broy Z,,[null],"[""recuK25vfzVqqrJPw""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec3Z99UEZL8sSNY7,1095,rec3Z99UEZL8sSNY7,2026-06-09T23:09:50.000Z,Cabana Boy,Isaac Leffkowitz,[null],"[""recJq5Qel4UwuM65W""]",class_oog.php,Isaac Leffkowitz,"[""rec5eeBOUY791C5bu""]","[""Isaac""]","[""rec7ppaIMqZuirHoA""]",,,,,,,,,,,,,,,,,,,,,
rec3a2wD5CY19q8Cn,2319,rec3a2wD5CY19q8Cn,2026-06-13T01:35:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rec3bLIGAk2dqZnDe,3034,rec3bLIGAk2dqZnDe,2026-06-09T23:09:50.000Z,Napoleon,Robert P. Stucky,[null],"[""recxnIYbYxrikzrhd""]",class_oog.php,Robert P. Stucky,"[""recprk8Tvo9TV0dFe""]","[""Robert""]","[""reclHVeeKHQlhkXJF""]",,,,,,,,,,,,,,,,,,,,,
rec3bOlbdj40pNOjs,1161,rec3bOlbdj40pNOjs,2026-07-01T13:21:33.000Z,Bristol Bay,,,,get_rings.php,,,,,,,,,,,"[""recZ7K4F7ZGiMWEqo""]","[""reci0ZjEWQebkCjKb""]",,"[""reci0ZjEWQebkCjKb""]","[""recZ7K4F7ZGiMWEqo""]",,,,,,,,,,
rec3d5aE12ySM19YR,1984,rec3d5aE12ySM19YR,2026-06-11T11:39:25.000Z,Olli Van De Zuuthoeve,Natalie Johnson Russell,[null],"[""recmf6z2silxZhrcG""]",class_oog,Dana Narayanappa,"[""rec2hEDYAViWnSl7c""]","[""Dana""]","[""reciFw1xeBgWRjqTt""]",,,,,,,,,,,,,,,,,,,,,
rec3pLT7b9cZsXW3c,3075,rec3pLT7b9cZsXW3c,2026-07-01T16:45:41.000Z,Elijah Rock,,,,get_rings.php,,,,,,,,,,,"[""rec06VH54MrWUXHVE""]",,,,"[""rec06VH54MrWUXHVE""]",,,,,,,,,,
rec3wby7DWIiWanEq,1879,rec3wby7DWIiWanEq,2026-06-11T11:39:22.000Z,Salute To You,Daniela Roy,[null],"[""recDpMqmThlCwQMi7""]",class_oog,Daniela Pulgar,"[""recKe0fEOC2617vU1""]","[""Daniela""]","[""rec2F4zRJZGDzG0M2""]",,,,,,,,,,,,,,,,,,,,,
rec3wfvjfMjQ9sCII,1249,rec3wfvjfMjQ9sCII,2026-06-09T23:09:50.000Z,Colombiana,Erica Robson,[null],"[""recaGTpYnV7oeIHSa""]",class_oog.php,Erica Robson,"[""recLEG9lIoQdlLyaD""]","[""Erica""]","[""recMir2WcmMLTzpZq""]",,,,,,,,,,,,,,,,,,,,,
rec3zr0DE8MzOsdpK,1221,rec3zr0DE8MzOsdpK,2026-06-09T23:09:50.000Z,Kobalt Des Vk,Megan Wexler,[null],"[""recPADxrKRR5LZEFV""]",class_oog,Mackenzie R. McGehee,"[""recjIl9wzfSQdxVf5""]","[""Mackenzie""]","[""recbDjphoL8qMtSeW""]",,,,,,,"[""recWBXNzZmr6KAyvr"",""recvPcYHNBCf1eHmK""]","[""recGt1ed9lW7HxMsr""]",,,"[""recvPcYHNBCf1eHmK""]",,,,,,,,,,
rec3zyMPoFyldLxW3,107,rec3zyMPoFyldLxW3,2026-06-09T23:09:50.000Z,Conthalando Ps,Manuel G. Torres,[null],"[""recDXmtE1EtbKe5Z0""]",class_oog.php,Manuel G. Torres,"[""rec4TgJ6VN8jfdTXm""]","[""Manuel""]","[""recIorvNwvWPlOR66""]",,,,,,,,,,,,,,,,,,,,,
rec40RGkxUIYykjih,1544,rec40RGkxUIYykjih,2026-06-13T01:35:34.000Z,Prince Henry,Dominique H. Damico,[null],"[""recZufTxjH8A4owbm""]",class_oog,Jackson Callahan,"[""recE67bCSPJNSkL7j""]","[""Jackson""]","[""recUSP9h7nazUAhZI""]",,,,,,,,,,,,,,,,,,,,,
rec41PNz3aD0mIrBn,1930,rec41PNz3aD0mIrBn,2026-06-13T01:35:34.000Z,Champ,Traci A. Weston,[null],"[""recofiVV7xeLAUHgS""]",class_oog,Windsor Ryan,"[""recAgHM50DSJcxYoF""]","[""Windsor""]","[""rec6szCleq8yE3JIq""]",,,,,,,,,,,,,,,,,,,,,
rec434ZDnG5z2s5yF,223,rec434ZDnG5z2s5yF,2026-06-15T13:18:53.000Z,Dragonball,Chloe D. Reid,[null],"[""recF6Guy7FFaenUfX""]",class_oog,Chloe D. Reid,"[""recjYzZcxgGjI5pgc""]","[""Chloe""]","[""recuU297BOg1dPG6Q""]",,,,,,,,,,,,,,,,,,,,,
rec43Xr9hCD3oLh2g,2926,rec43Xr9hCD3oLh2g,2026-06-11T11:39:26.000Z,Clever,Jake Evans,[null],"[""recoHea1TIdEOozjS""]",class_oog.php,Jake Evans,"[""recKyS0g5eEgkhboQ""]","[""Jake""]","[""recSXiCPwDmQ76cuQ""]",,,,,,,,,,,,,,,,,,,,,
rec45GpYeI1KYllF5,1027,rec45GpYeI1KYllF5,2026-06-09T23:09:50.000Z,Fort Knox,Alan Korotkin,"[""Knox""]","[""recMRUv1KUA8IsQEy""]",class_oog.php,Lainey Posa,"[""recDgiEEaFBd36p3d""]","[""Lainey""]","[""recFIHTcArQhILyAc""]","[""CWF""]","[""Knox""]","[""recU3gOw3Cj2cFMm5"",""reclPpJtPgkzk6h1Q"",""recDR7zQomtbHh02L""]","[""rec1X7AZHVURk9WjV"",""recpoR5Tze6HMdrjj"",""recCjCjl66aoieb9R"",""recRkSreGnXgWYpgf"",""recNDMQudSjrC3eZ9"",""rec7NHIGm8PO2bQWT"",""recRv4wlev5py3aU3"",""recLLcekNjLL2Wbwb"",""recf4KT3WmfQH1AAr""]","[""rec3EPDtYZpjF7pLT"",""rec4F8YRELZtcqt0O"",""recMkeLwL5p1p5oww""]","[""rec6tuxEgmYCzAZBq"",""rec7uNS2W8yM6T3Ql"",""recP9TFH3sYkjyYm3""]",,,"[""recMe8kA8gdqHkyRP"",""reczcaDzfyQFzsY2g"",""recRcwx2NUyGns6Z8""]",,,,,,,,,,,,
rec48IQH1cLRCSpiA,3509,rec48IQH1cLRCSpiA,2026-06-20T20:00:36.000Z,Arnac Du Mazes,,[null],"[""recvpVlDIPv8JsbWN""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec4BWUfDhA6ovO4X,2664,rec4BWUfDhA6ovO4X,2026-06-09T23:09:50.000Z,Callisto,Angela Gais,[null],"[""recl2NImXOkzcPnd3""]",class_oog.php,Angela Gais,"[""rec05p5hQBPfpTp9d""]","[""Angela""]","[""recGc5Brn264xxwLl""]",,,,,,,,,,,,,,,,,,,,,
rec4FOlB92FMkKz2z,1659,rec4FOlB92FMkKz2z,2026-06-13T01:35:34.000Z,London Star,Kyle Dewar,[null],"[""recUK5VTFNxAlUG81""]",class_oog,Barbara H. Center,"[""reciwzeQGkjyILquI""]","[""Barbara""]","[""recVsz59iVCmUI0Nu""]",,,,,,,"[""recgOrpL7R4gRD8BC""]","[""recPPMEvR5CuBU2OE""]",,"[""recPPMEvR5CuBU2OE""]","[""recgOrpL7R4gRD8BC""]",,,,,,,,,,
rec4HtfJmwxwrcJYO,1428,rec4HtfJmwxwrcJYO,2026-06-09T23:09:50.000Z,Insightful,Dawn Hersey,[null],"[""recXcU7TWrbVPmrvG""]",class_oog,Kendall Bland,"[""recWfvZLKxCuHjeU8""]","[""Kendall""]","[""recXocXm551bESpPa""]",,,,,,,,,,,,,,,,,,,,,
rec4ITFSuRzNz24pL,2934,rec4ITFSuRzNz24pL,2026-06-09T23:09:50.000Z,Jalanne,Jelmer Hoekstra,[null],"[""rectztXZHmffjRRIU""]",class_oog,Jelmer Hoekstra,"[""recc4s9XxQqAv1rup""]","[""Jelmer""]","[""recqI6AanH1zv5CGV""]",,,,,,,,,,,,,,,,,,,,,
rec4N7bqrrJGqOw3S,275,rec4N7bqrrJGqOw3S,2026-07-01T13:33:38.000Z,Qinaki Van Den Dael,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec4V1tpPt3wiEnbN,2137,rec4V1tpPt3wiEnbN,2026-06-11T11:39:21.000Z,Falling Moon Front Page,Terrie E. Shibley,[null],"[""recqbHFrX0MGeuH0r""]",class_oog,Kennedy Kluber,"[""recK9lW7nTdieDMhe""]","[""Kennedy""]","[""recMFDhEMIxKX7fmX""]",,,,,,,,,,,,,,,,,,,,,
rec4X25T8c5jnS9aX,1666,rec4X25T8c5jnS9aX,2026-06-09T23:09:50.000Z,F.ellouette,Juan A. Rodriguez Silva,[null],"[""recIJocvEbI4bkFpd""]",class_oog.php,Sebastian Presa Tejada,"[""recPeGkEKhaTp6cBV""]","[""Sebastian""]","[""reclu4ZfxeCUoDgLA""]",,,,,,,,,,,,,,,,,,,,,
rec4aCCXiT3ZzSW5s,2170,rec4aCCXiT3ZzSW5s,2026-06-11T11:39:26.000Z,Greigiau Spring Johnson,Juliann W. Cunningham,[null],"[""rectQgrzp3TJHRPnl""]",class_oog,Ella Sasso,"[""recRc1almev7LLLEO""]","[""Ella""]","[""recBZQ9mU0STvFbPL""]",,,,,,,,,,,,,,,,,,,,,
rec4dXlqCDnn7yZkr,1459,rec4dXlqCDnn7yZkr,2026-06-12T03:10:20.000Z,Voyageur,Wendy J. Hechler,[null],"[""recIk2I6bQCTUdCuQ""]",class_oog.php,Marie Lawlor,"[""reciwY4N97nHnfqdX""]","[""Marie""]","[""rec1I0IvFKaYQa6K4""]",,,,,,,,,,,,,,,,,,,,,
rec4g5rjcJW2YzDAg,1106,rec4g5rjcJW2YzDAg,2026-06-09T23:09:50.000Z,Naomi Hpf,Benjamin J. Meredith,[null],"[""receQSLUSbhC7tCeD""]",class_oog.php,Hector Florentino,"[""rechzGJ6nB5ZniPYe""]","[""Hector""]","[""reccRPUdMRZMCiJuf""]",,,,,,,,,,,,,,,,,,,,,
rec4iZ2svnApgdukR,2621,rec4iZ2svnApgdukR,2026-06-12T17:24:28.000Z,Nayla Balou,Debra L. Ward,[null],"[""receljDYMCfnrvT9S""]",class_oog,Mary Jo Engstrom,"[""rec0otuCDdzkSG3ar""]","[""Mary""]","[""recp8AfepuIJngrGM""]",,,,,,,,,,,,,,,,,,,,,
rec4isV75lb5YAcOe,1801,rec4isV75lb5YAcOe,2026-06-18T15:03:02.000Z,Marseille,,[null],"[""rec5cIW7wskrqQZcn""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec4jeW2DgZUT7qPj,1444,rec4jeW2DgZUT7qPj,2026-06-20T17:37:14.000Z,Orette De Kalvarie,,[null],"[""rec0ND9BuPogrFPR0""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec4nko8mSm636TXr,2807,rec4nko8mSm636TXr,2026-06-18T20:49:14.000Z,Illusion Cl,,[null],"[""recyCoDVFe56k1a9n""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec4pOaYgAZalZMzo,1341,rec4pOaYgAZalZMzo,2026-06-09T23:09:50.000Z,Modena Lc,Juan J. Bancalari,[null],"[""rec6sdc0Zpp1zj6Gy""]",class_oog.php,Juan J. Bancalari,"[""recvZYIJFRTfwCpkw""]","[""Juan""]","[""rec2q0QwewZOAeofV""]",,,,,,,,,,,,,,,,,,,,,
rec4qUOGVJAGUZqnw,143,rec4qUOGVJAGUZqnw,2026-06-09T23:09:50.000Z,Pmf Inventiv,Angela Swanson,[null],"[""reciui6ReMWydzeSF""]",class_oog,Angela Swanson,"[""rec3nADl9IqqdRXd1""]","[""Angela""]","[""rec9hQVBgpLiTbKmW""]",,,,,,,,,,,,,,,,,,,,,
rec4sYbf6VrE4Gdck,2886,rec4sYbf6VrE4Gdck,2026-06-12T17:24:28.000Z,Venezia D'austral Z,Ryan Michael Genn,[null],"[""recVN874Q98zEWIta""]",class_oog,Ryan Michael Genn,"[""recxzzbGbfXwvPmbw""]","[""Ryan""]","[""rec1uM1UghdnlA4Hq""]",,,,,,,,,,,,,,,,,,,,,
rec4tA4Qc4ShAwEvz,3893,rec4tA4Qc4ShAwEvz,2026-07-01T12:54:34.000Z,Bubble Guppie Mxl Z,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec4xJM8MrD8yzusL,1488,rec4xJM8MrD8yzusL,2026-06-11T11:39:25.000Z,Crown,Bibby F. Hill,[null],"[""rec6WumYeeHe2GHQM""]",class_oog,Sofia Fayad,"[""rectmEwV3h7WWAyp8""]","[""Sofia""]","[""rechIeLAeG0AY6zFc""]",,,,,,,,,,,,,,,,,,,,,
rec50A1e6NvveXW9q,2847,rec50A1e6NvveXW9q,2026-06-12T17:24:28.000Z,Jurrney,Lauren Schweppe,[null],"[""recNpF44tpAAjobk2""]",class_oog,Wendy B. Rice,"[""rec19k29zjaRFLbaR""]","[""Wendy""]","[""recWb8kIRsV2w5Zj9""]",,,,,,,,,,,,,,,,,,,,,
rec50DCvX5MF21Jf5,1241,rec50DCvX5MF21Jf5,2026-06-09T23:09:50.000Z,Balou Blue Z,Brittni A. Raflowitz,[null],"[""rec8PeVMdZkMCMLS5""]",class_oog.php,Brittni A. Raflowitz,"[""recuB93tp86huMHOF""]","[""Brittni""]","[""recU3IaijfKlg4V10""]",,,,,,,,,,,,,,,,,,,,,
rec514OUjwldYovtn,1768,rec514OUjwldYovtn,2026-06-09T23:09:50.000Z,Mistigrise Du Seigneur,Robert Mendoza,[null],"[""recQQaDO3dcVfREOY""]",class_oog.php,Robert Mendoza,"[""recTDMo7hqCpuyKDo""]","[""Robert""]","[""recc7BtlSMC456iwd""]",,,,,,,,,,,,,,,,,,,,,
rec53XSizG64Ut8fX,1009,rec53XSizG64Ut8fX,2026-06-13T01:35:34.000Z,Only Always,Kimberly S. Maloomian,[null],"[""rec6NgqkkCNTmrbDA""]",class_oog,Kimberly S. Maloomian,"[""rec9fIR10f73qL1si""]","[""Kimberly""]","[""recqHUJJahci2rF3E""]",,,,,,,"[""rech1SW6LVSjFYoy4"",""rec0Dpjuf8363a08M""]","[""recxPoQsR2P2zUlEw"",""rec0Zym8zKaQqRce6""]",,,,,,,,,,,,,
rec54726T3NJ6SoIz,1785,rec54726T3NJ6SoIz,2026-06-11T11:39:22.000Z,Vdl Adancha Z,Thea N. Stinnett,[null],"[""recWiHSj6xkgVGl1t""]",class_oog.php,Stella Stinnett,"[""recxHoEIFUSL0yeKt""]","[""Stella""]","[""recfWYHJT3O9VG1TG""]",,,,,,,,,,,,,,,,,,,,,
rec54UCrRRaZybrzs,1080,rec54UCrRRaZybrzs,2026-06-13T01:35:34.000Z,Khinula Wb,Troy Linback,[null],"[""recFPMUKEJTA0OzQq""]",class_oog,Laura Linback,"[""recrnFLPKd1yT29th""]","[""Laura""]","[""recuRmh8EsUEag8cU""]",,,,,,,,,,,,,,,,,,,,,
rec55QuaBFAQFcsdh,1575,rec55QuaBFAQFcsdh,2026-06-12T17:24:28.000Z,Bellefour's Steel Fox,Kelsey Duffy,[null],"[""recdd1BVXpCTjOogN""]",class_oog,Marlow Rickun,"[""rec7wgjXCOF4uxl6i""]","[""Marlow""]","[""recJe0LFDSWmZkYs4""]",,,,,,,,,,,,,,,,,,,,,
rec5BCZ11djG4ijhg,2796,rec5BCZ11djG4ijhg,2026-06-09T23:09:50.000Z,Santa Rosa Fiona,Priscilla Broger,[null],"[""recdO9dtC5jzQT3w6""]",class_oog.php,Priscilla Broger,"[""recw1RkTLz6AB4VfY""]","[""Priscilla""]","[""rec4DXi4PILWoXlnx""]",,,,,,,,,,,,,,,,,,,,,
rec5DPfOVGzqUDCig,3006,rec5DPfOVGzqUDCig,2026-06-12T17:24:28.000Z,Surely,Laura Gaither,[null],"[""recXCgJbFKBbLp1Jk""]",class_oog,Audrey Turner,"[""reciYNTcLBgGxIdBQ""]","[""Audrey""]","[""rec0OHl8PfuMKFsyt""]",,,,,,,,,,,,,,,,,,,,,
rec5HRwfgu8Db9W27,1108,rec5HRwfgu8Db9W27,2026-06-09T23:09:50.000Z,Cali Blue Ps,Jessica Cross,[null],"[""recGd1PD9o3dSgk0c""]",class_oog,Soleil Katsur,"[""recZ2J6OAJ9QD4wY1""]","[""Soleil""]","[""recUpaBE2IKFd0lXw""]",,,,,,,,,,,,,,,,,,,,,
rec5IsTBx2Tx83thw,3147,rec5IsTBx2Tx83thw,2026-07-01T13:06:55.000Z,Ipanema,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec5OBdFACbnwaG76,2966,rec5OBdFACbnwaG76,2026-06-12T03:10:20.000Z,Beast Mode,Addison Benio,[null],"[""recbJNJzpCeFabem3""]",class_oog,Addison Benio,"[""recxXib2W6xrD6opu""]","[""Addison""]","[""recwGTdczW4oDNNIS""]",,,,,,,"[""rec1I64kDPHHTNl57""]","[""recnhQSC5sZsfuZMp""]",,,,,,,,,,,,,
rec5SupXeyjWTgAbz,2732,rec5SupXeyjWTgAbz,2026-06-11T11:39:24.000Z,Leroy Brown,Terrie E. Shibley,[null],"[""reczn10oPCI0Ko8ix""]",class_oog,Amanda Majewski,"[""recNl2xmTcpi4Qutb""]","[""Amanda""]","[""recMFDhEMIxKX7fmX""]",,,,,,,,,,,,,,,,,,,,,
rec5U7pN8TJHOvcg6,2029,rec5U7pN8TJHOvcg6,2026-06-09T23:09:50.000Z,Cobalto,Anne L. Bingler,[null],"[""rec7xAGggwkuB2iuH""]",class_oog.php,Anne L. Bingler,"[""rechuzUPNLOsASgzX""]","[""Anne""]","[""rec3S9KikkQrKgX8L""]",,,,,,,,,,,,,,,,,,,,,
rec5W8zVBAHOmlvOQ,2113,rec5W8zVBAHOmlvOQ,2026-06-13T01:35:34.000Z,Never Ending Story,Katie Rudnick,[null],"[""recXxxSduyhYIdVk7""]",class_oog,Zendaya Horner Brown,"[""rec0x9rLbWUGqvGPz""]","[""Zendaya""]","[""rec6npIsj2ldcOqWZ""]",,,,,,,,,,,,,,,,,,,,,
rec5WKbSvvNAIspHS,2132,rec5WKbSvvNAIspHS,2026-06-09T23:09:50.000Z,Goliath,Addison Reed,[null],"[""recZcsDc9yOj8N5YQ""]",class_oog,Addison Reed,"[""recnq0SxsppmltiqF""]","[""Addison""]","[""recRlcCb6UzGjsfM8""]",,,,,,,,,,,,,,,,,,,,,
rec5WQl0Uwyt03T0k,1098,rec5WQl0Uwyt03T0k,2026-06-09T23:09:50.000Z,Royal Mark,Isaac Leffkowitz,[null],"[""rec5ilpr2s7Hlj44B""]",class_oog.php,Isaac Leffkowitz,"[""rec5eeBOUY791C5bu""]","[""Isaac""]","[""rec7ppaIMqZuirHoA""]",,,,,,,,,,,,,,,,,,,,,
rec5oUulq4v1aqsIA,3406,rec5oUulq4v1aqsIA,2026-06-18T20:34:10.000Z,Shalako,,[null],"[""recYcQswz0o2NHOoi""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec5pQtQGSG9uVcTL,2930,rec5pQtQGSG9uVcTL,2026-06-09T23:09:50.000Z,Miracle Van De Beiaard Z,Declan Egan,[null],"[""rec5iXZPcQzVZs9JC""]",class_oog.php,Declan Egan,"[""recaZx28r0BSMxn0j""]","[""Declan""]","[""recGOZOt71dcEAmvp""]",,,,,,,,,,,,,,,,,,,,,
rec5pU13zfWM743CN,2292,rec5pU13zfWM743CN,2026-06-09T23:09:50.000Z,Icarus,Declan Egan,[null],"[""rec2LDi1Up6xCZpSR""]",class_oog,Bailey P. Tims-Ferira,"[""recyB7G0HT109oTGz""]","[""Bailey""]","[""recGOZOt71dcEAmvp""]",,,,,,,,,,,,,,,,,,,,,
rec5pmCjObhKYYuY4,2197,rec5pmCjObhKYYuY4,2026-06-09T23:09:50.000Z,King William,Sharn L. Wordley,[null],"[""rec2EdRNcRBa1bzua""]",class_oog.php,Sharn L. Wordley,"[""recipdUIV44DeFGfq""]","[""Sharn""]","[""recqmThVFmsIM6E8t""]",,,,,,,,,,,,,,,,,,,,,
rec5ppXd3Vi3V3PUp,1878,rec5ppXd3Vi3V3PUp,2026-06-09T23:09:50.000Z,Futur Du Pomiez,Tara G. Bostwick,[null],"[""recgMVCqjpDn8pGu6""]",class_oog,Reagan Williams,"[""recR2Qqw14ekrhhEb""]","[""Reagan""]","[""recnfUPcKk9Gyyfct""]",,,,,,,,,,,,,,,,,,,,,
rec5uw8rg4rX0wj09,3435,rec5uw8rg4rX0wj09,2026-06-18T17:48:40.000Z,Domingo,,[null],"[""rec8Q9SELAZL5W8FO""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec5ygHvQHdrPqVbK,2928,rec5ygHvQHdrPqVbK,2026-06-11T11:39:24.000Z,Cypress,Declan Egan,[null],"[""rec5XIxuphy7e2gHq""]",class_oog,Ellery Winkler,"[""recDrzNxBBJxTR1nP""]","[""Ellery""]","[""recGOZOt71dcEAmvp""]",,,,,,,,,,,,,,,,,,,,,
rec5zBhR4G8UOqWRu,1628,rec5zBhR4G8UOqWRu,2026-06-11T22:35:22.000Z,Milas D,Jennifer Strickland,[null],"[""rec4nUa5OPixUm7uS""]",class_oog.php,Jennifer Strickland,"[""recL4pj1n339zhgHs""]","[""Jennifer""]","[""rechnMyqDMI94XcqU""]",,,,,,,,,,,,,,,,,,,,,
rec66QuE2Mvd77FhV,2959,rec66QuE2Mvd77FhV,2026-06-13T01:35:34.000Z,Wrenwood Blue Dream,Kelsey Duffy,[null],"[""rechslNRnxcpCkLaB""]",class_oog,Robert Duffy-Levendorf,"[""recLSkao4RJ9VeamB""]","[""Robert""]","[""recJe0LFDSWmZkYs4""]",,,,,,,,,,,,,,,,,,,,,
rec68ZqmBuW0O1kz5,1630,rec68ZqmBuW0O1kz5,2026-07-01T11:57:36.000Z,Centro Van De Start Z,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec6AV0thciPwtA0u,1545,rec6AV0thciPwtA0u,2026-06-12T17:24:27.000Z,Quincy Too,Dominique H. Damico,[null],"[""recbloZFLUvDYGqAh""]",class_oog,Sarah Callahan,"[""recandUNivppmOwX6""]","[""Sarah""]","[""recUSP9h7nazUAhZI""]",,,,,,,,,,,,,,,,,,,,,
rec6M1TTc7umBP1As,1065,rec6M1TTc7umBP1As,2026-06-11T11:39:26.000Z,Lord Cageman,Daniela Roy,[null],"[""recAT3lIYgGZIMQVx""]",class_oog,Jingxuan Zhou,"[""recH6EVKjG6HBGt14""]","[""Jingxuan""]","[""rec2F4zRJZGDzG0M2""]",,,,,,,,,,,,,,,,,,,,,
rec6NKXOnzaqgiEpv,3346,rec6NKXOnzaqgiEpv,2026-06-21T16:48:56.000Z,Dsh Absolut,,[null],"[""recqf3MEZDrB80Xy1""]",get_rings.php,,,,,,,,,,,"[""reckYDUH33HseKJwm""]","[""recbQrNcsc2uczGbw""]",,,,,,,,,,,,,
rec6QjeebNQzoD5RS,1791,rec6QjeebNQzoD5RS,2026-06-12T03:10:20.000Z,Kalahari Na,Jared P. Petersen,[null],"[""rec3bI2YMOnhZQEQb""]",class_oog,Katie Drummond,"[""recfeMZuv1V7kRVao""]","[""Katie""]","[""recWoImYqrWG0E1xh""]",,,,,,,,,,,,,,,,,,,,,
rec6Y3LmuGjFdkmyG,2136,rec6Y3LmuGjFdkmyG,2026-06-18T17:18:43.000Z,Cms Cabernett,,[null],"[""recGKVwLVd3FnZhTg""]",get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec6ZGNosqNhhZYIP,1064,rec6ZGNosqNhhZYIP,2026-06-09T23:09:50.000Z,Locinthe Vdl,Daniela Roy,[null],"[""recTTobw5FlvTgQhj""]",class_oog.php,Clara Vidal,"[""recXSff0neRglrRwx""]","[""Clara""]","[""rec2F4zRJZGDzG0M2""]",,,,,,,,,,,,,,,,,,,,,
rec6b9get1DuDSNzS,2612,rec6b9get1DuDSNzS,2026-06-11T22:35:22.000Z,Marshall,Timothy Maddrix,[null],"[""recYtMQ90CfQwa769""]",class_oog.php,Timothy Maddrix,"[""rec50cOyj9krr4nq5""]","[""Timothy""]","[""recQUXHjJZbV57FsH""]",,,,,,,,,,,,,,,,,,,,,
rec6hHS0SCHRRJ7RE,3819,rec6hHS0SCHRRJ7RE,2026-07-01T12:24:34.000Z,Gold Diamant Du Plan D'eau,,,,get_rings.php,,,,,,,,,,,,,,,,,,,,,,,,,
rec6hj42NmyzUpTvg,2880,rec6hj42NmyzUpTvg,2026-06-09T23:09:50.000Z,Valentine Car,Sharn L. Wordley,[null],"[""rec4D5KaOr9DvzH4M""]",class_oog,Sharn L. Wordley,"[""recipdUIV44DeFGfq""]","[""Sharn""]","[""recqmThVFmsIM6E8t""]",,,,,,,,,,,,,,,,,,,,,
rec6iwnGhNhMivPK5,1062,rec6iwnGhNhMivPK5,2026-06-11T11:39:26.000Z,Kalibra S,Daniela Roy,[null],"[""recER7eS5z5aEPFDL""]",class_oog,Frances Derrer,"[""recjIhYtwuar8948X""]","[""Frances""]","[""rec2F4zRJZGDzG0M2""]",,,,,,,,,,,,,,,,,,,,,
rec6jFlPCM76WurPT,3157,rec6jFlPCM76WurPT,2026-06-12T17:24:27.000Z,Lady Bombastic 3,Tammy Blanchette,[null],"[""rec3i8qHdse1cFJON""]",class_oog.php,Robert Blanchette,"[""recPnQqnbJEkMT3dY""]","[""Robert""]","[""recDlEaFgkwZNWGL7""]",,,,,,,,,,,,,,,,,,,,,
